interval,flow_id,source_terminal,destination_terminal,offered_gbit
871,4001,1,3,2.972117369
872,4001,1,3,2.972117369
873,4001,1,3,2.972117369
874,4001,1,3,2.972117369
875,4001,1,3,2.972117369
876,4001,1,3,2.972117369
877,4001,1,3,2.972117369
878,4001,1,3,2.972117369
879,4001,1,3,2.972117369
880,4001,1,3,2.980707303
881,4001,1,3,2.980707303
882,4001,1,3,2.980707303
883,4001,1,3,2.980707303
884,4001,1,3,2.980707303
885,4001,1,3,2.980707303
886,4001,1,3,2.980707303
887,4001,1,3,2.980707303
888,4001,1,3,2.980707303
889,4001,1,3,2.980707303
890,4001,1,3,2.989297238
891,4001,1,3,2.989297238
892,4001,1,3,2.989297238
893,4001,1,3,2.989297238
894,4001,1,3,2.989297238
895,4001,1,3,2.989297238
896,4001,1,3,2.989297238
897,4001,1,3,2.989297238
898,4001,1,3,2.989297238
899,4001,1,3,2.989297238
900,4001,1,3,2.989297238
901,4001,1,3,2.989297238
902,4001,1,3,2.989297238
903,4001,1,3,2.989297238
904,4001,1,3,2.989297238
905,4001,1,3,2.989297238
906,4001,1,3,2.989297238
907,4001,1,3,2.989297238
908,4001,1,3,2.989297238
909,4001,1,3,2.989297238
910,4001,1,3,3.006477107
911,4001,1,3,3.006477107
912,4001,1,3,3.006477107
913,4001,1,3,3.006477107
914,4001,1,3,3.006477107
915,4001,1,3,3.006477107
916,4001,1,3,3.006477107
917,4001,1,3,3.006477107
918,4001,1,3,3.006477107
919,4001,1,3,3.006477107
920,4001,1,3,2.997887173
