interval,event,switch,switch_name,port,target_type,target_index,capacity_mbit,queued_before_mbit,sent_mbit,queued_after_mbit,shared_queued_before_mbit,shared_queued_after_mbit,shared_buffer_mbit,dropped_mbit,active_queue_entries
40,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
41,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
42,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
43,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
44,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
45,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
46,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
47,egress,0,VLAN4012,3,terminal,3,20000,0,3350.07,0,0,0,909.28,0,0
48,egress,0,VLAN4012,3,terminal,3,20000,0,3332.89,0,0,0,909.28,0,0
49,egress,0,VLAN4012,3,terminal,3,20000,0,3332.89,0,0,0,909.28,0,0
50,egress,0,VLAN4012,3,terminal,3,20000,0,3332.89,0,0,0,909.28,0,0
51,egress,0,VLAN4012,3,terminal,3,20000,0,3332.89,0,0,0,909.28,0,0
52,egress,0,VLAN4012,3,terminal,3,20000,0,3332.89,0,0,0,909.28,0,0
53,egress,0,VLAN4012,3,terminal,3,20000,0,6665.79,0,0,0,909.28,0,0
54,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
55,egress,0,VLAN4012,3,terminal,3,20000,0,3332.89,0,0,0,909.28,0,0
56,egress,0,VLAN4012,3,terminal,3,20000,0,6665.79,0,0,0,909.28,0,0
57,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
58,egress,0,VLAN4012,3,terminal,3,20000,0,6648.61,0,0,0,909.28,0,0
59,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
60,egress,0,VLAN4012,3,terminal,3,20000,0,3324.3,0,0,0,909.28,0,0
61,egress,0,VLAN4012,3,terminal,3,20000,0,3324.3,0,0,0,909.28,0,0
62,egress,0,VLAN4012,3,terminal,3,20000,0,3324.3,0,0,0,909.28,0,0
63,egress,0,VLAN4012,3,terminal,3,20000,0,6648.61,0,0,0,909.28,0,0
64,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
65,egress,0,VLAN4012,3,terminal,3,20000,0,3324.3,0,0,0,909.28,0,0
66,egress,0,VLAN4012,3,terminal,3,20000,0,6648.61,0,0,0,909.28,0,0
67,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
68,egress,0,VLAN4012,3,terminal,3,20000,0,6614.25,0,0,0,909.28,0,0
69,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
70,egress,0,VLAN4012,3,terminal,3,20000,0,3307.12,0,0,0,909.28,0,0
71,egress,0,VLAN4012,3,terminal,3,20000,0,3307.12,0,0,0,909.28,0,0
72,egress,0,VLAN4012,3,terminal,3,20000,0,3307.12,0,0,0,909.28,0,0
73,egress,0,VLAN4012,3,terminal,3,20000,0,6614.25,0,0,0,909.28,0,0
74,egress,0,VLAN4012,3,terminal,3,20000,0,3307.12,0,0,0,909.28,0,0
75,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
76,egress,0,VLAN4012,3,terminal,3,20000,0,6614.25,0,0,0,909.28,0,0
77,egress,0,VLAN4012,3,terminal,3,20000,0,3272.77,0,0,0,909.28,0,0
78,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
79,egress,0,VLAN4012,3,terminal,3,20000,0,6545.53,0,0,0,909.28,0,0
80,egress,0,VLAN4012,3,terminal,3,20000,0,3272.77,0,0,0,909.28,0,0
81,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
82,egress,0,VLAN4012,3,terminal,3,20000,0,6545.53,0,0,0,909.28,0,0
83,egress,0,VLAN4012,3,terminal,3,20000,0,3272.77,0,0,0,909.28,0,0
84,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
85,egress,0,VLAN4012,3,terminal,3,20000,0,3272.77,0,0,0,909.28,0,0
86,egress,0,VLAN4012,3,terminal,3,20000,0,6545.53,0,0,0,909.28,0,0
87,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
88,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
89,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
90,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
91,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
92,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
93,egress,0,VLAN4012,3,terminal,3,20000,0,6493.99,0,0,0,909.28,0,0
94,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
95,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
96,egress,0,VLAN4012,3,terminal,3,20000,0,6493.99,0,0,0,909.28,0,0
97,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
98,egress,0,VLAN4012,3,terminal,3,20000,0,6493.99,0,0,0,909.28,0,0
99,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
100,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
101,egress,0,VLAN4012,3,terminal,3,20000,0,6493.99,0,0,0,909.28,0,0
102,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
103,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
104,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
105,egress,0,VLAN4012,3,terminal,3,20000,0,3247,0,0,0,909.28,0,0
106,egress,0,VLAN4012,3,terminal,3,20000,0,6493.99,0,0,0,909.28,0,0
107,egress,0,VLAN4012,3,terminal,3,20000,0,3255.59,0,0,0,909.28,0,0
108,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
109,egress,0,VLAN4012,3,terminal,3,20000,0,6511.17,0,0,0,909.28,0,0
110,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
111,egress,0,VLAN4012,3,terminal,3,20000,0,6511.17,0,0,0,909.28,0,0
112,egress,0,VLAN4012,3,terminal,3,20000,0,3255.59,0,0,0,909.28,0,0
113,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
114,egress,0,VLAN4012,3,terminal,3,20000,0,6511.17,0,0,0,909.28,0,0
115,egress,0,VLAN4012,3,terminal,3,20000,0,3255.59,0,0,0,909.28,0,0
116,egress,0,VLAN4012,3,terminal,3,20000,0,3255.59,0,0,0,909.28,0,0
117,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
118,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
119,egress,0,VLAN4012,3,terminal,3,20000,0,6459.63,0,0,0,909.28,0,0
120,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
121,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
122,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
123,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
124,egress,0,VLAN4012,3,terminal,3,20000,0,6459.63,0,0,0,909.28,0,0
125,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
126,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
127,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
128,egress,0,VLAN4012,3,terminal,3,20000,0,6459.63,0,0,0,909.28,0,0
129,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
130,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
131,egress,0,VLAN4012,3,terminal,3,20000,0,6459.63,0,0,0,909.28,0,0
132,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
133,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
134,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
135,egress,0,VLAN4012,3,terminal,3,20000,0,6459.63,0,0,0,909.28,0,0
136,egress,0,VLAN4012,3,terminal,3,20000,0,3229.82,0,0,0,909.28,0,0
137,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
138,egress,0,VLAN4012,3,terminal,3,20000,0,3204.05,0,0,0,909.28,0,0
139,egress,0,VLAN4012,3,terminal,3,20000,0,3204.05,0,0,0,909.28,0,0
140,egress,0,VLAN4012,3,terminal,3,20000,0,3204.05,0,0,0,909.28,0,0
141,egress,0,VLAN4012,3,terminal,3,20000,0,6408.09,0,0,0,909.28,0,0
142,egress,0,VLAN4012,3,terminal,3,20000,0,3204.05,0,0,0,909.28,0,0
143,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
144,egress,0,VLAN4012,3,terminal,3,20000,0,3204.05,0,0,0,909.28,0,0
145,egress,0,VLAN4012,3,terminal,3,20000,0,6408.09,0,0,0,909.28,0,0
146,egress,0,VLAN4012,3,terminal,3,20000,0,3204.05,0,0,0,909.28,0,0
147,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
148,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
149,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
150,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
151,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
152,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
153,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
154,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
155,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
156,egress,0,VLAN4012,3,terminal,3,20000,0,3161.1,0,0,0,909.28,0,0
157,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
158,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
159,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
160,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
161,egress,0,VLAN4012,3,terminal,3,20000,0,6305.01,0,0,0,909.28,0,0
162,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
163,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
164,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
165,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
166,egress,0,VLAN4012,3,terminal,3,20000,0,6305.01,0,0,0,909.28,0,0
167,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
168,egress,0,VLAN4012,3,terminal,3,20000,0,6270.65,0,0,0,909.28,0,0
169,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
170,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
171,egress,0,VLAN4012,3,terminal,3,20000,0,6270.65,0,0,0,909.28,0,0
172,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
173,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
174,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
175,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
176,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
177,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
178,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
179,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
180,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
181,egress,0,VLAN4012,3,terminal,3,20000,0,6236.29,0,0,0,909.28,0,0
182,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
183,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
184,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
185,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
186,egress,0,VLAN4012,3,terminal,3,20000,0,6236.29,0,0,0,909.28,0,0
187,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
188,egress,0,VLAN4012,3,terminal,3,20000,0,6270.65,0,0,0,909.28,0,0
189,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
190,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
191,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
192,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
193,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
194,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
195,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
196,egress,0,VLAN4012,3,terminal,3,20000,0,3135.33,0,0,0,909.28,0,0
197,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
198,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
199,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
200,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
201,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
202,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
203,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
204,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
205,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
206,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
207,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
208,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
209,egress,0,VLAN4012,3,terminal,3,20000,0,6305.01,0,0,0,909.28,0,0
210,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
211,egress,0,VLAN4012,3,terminal,3,20000,0,6305.01,0,0,0,909.28,0,0
212,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
213,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
214,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
215,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
216,egress,0,VLAN4012,3,terminal,3,20000,0,3152.51,0,0,0,909.28,0,0
217,egress,0,VLAN4012,3,terminal,3,20000,0,3143.92,0,0,0,909.28,0,0
218,egress,0,VLAN4012,3,terminal,3,20000,0,3143.92,0,0,0,909.28,0,0
219,egress,0,VLAN4012,3,terminal,3,20000,0,3143.92,0,0,0,909.28,0,0
220,egress,0,VLAN4012,3,terminal,3,20000,0,3143.92,0,0,0,909.28,0,0
221,egress,0,VLAN4012,3,terminal,3,20000,0,3143.92,0,0,0,909.28,0,0
222,egress,0,VLAN4012,3,terminal,3,20000,0,3143.92,0,0,0,909.28,0,0
223,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
224,egress,0,VLAN4012,3,terminal,3,20000,0,6287.83,0,0,0,909.28,0,0
225,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
226,egress,0,VLAN4012,3,terminal,3,20000,0,6287.83,0,0,0,909.28,0,0
227,egress,0,VLAN4012,3,terminal,3,20000,0,3075.2,0,0,0,909.28,0,0
228,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
229,egress,0,VLAN4012,3,terminal,3,20000,0,6150.39,0,0,0,909.28,0,0
230,egress,0,VLAN4012,3,terminal,3,20000,0,3075.2,0,0,0,909.28,0,0
231,egress,0,VLAN4012,3,terminal,3,20000,0,3075.2,0,0,0,909.28,0,0
232,egress,0,VLAN4012,3,terminal,3,20000,0,3075.2,0,0,0,909.28,0,0
233,egress,0,VLAN4012,3,terminal,3,20000,0,3075.2,0,0,0,909.28,0,0
234,egress,0,VLAN4012,3,terminal,3,20000,0,3075.2,0,0,0,909.28,0,0
235,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
236,egress,0,VLAN4012,3,terminal,3,20000,0,6150.39,0,0,0,909.28,0,0
237,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
238,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
239,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
240,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
241,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
242,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
243,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
244,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
245,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
246,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
247,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
248,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
249,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
250,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
251,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
252,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
253,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
254,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
255,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
256,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
257,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
258,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
259,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
260,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
261,egress,0,VLAN4012,3,terminal,3,20000,0,6201.93,0,0,0,909.28,0,0
262,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
263,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
264,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
265,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
266,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
267,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
268,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
269,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
270,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
271,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
272,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
273,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
274,egress,0,VLAN4012,3,terminal,3,20000,0,6184.75,0,0,0,909.28,0,0
275,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
276,egress,0,VLAN4012,3,terminal,3,20000,0,3092.38,0,0,0,909.28,0,0
277,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
278,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
279,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
280,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
281,egress,0,VLAN4012,3,terminal,3,20000,0,6201.93,0,0,0,909.28,0,0
282,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
283,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
284,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
285,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
286,egress,0,VLAN4012,3,terminal,3,20000,0,3100.97,0,0,0,909.28,0,0
287,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
288,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
289,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
290,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
291,egress,0,VLAN4012,3,terminal,3,20000,0,6236.29,0,0,0,909.28,0,0
292,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
293,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
294,egress,0,VLAN4012,3,terminal,3,20000,0,6236.29,0,0,0,909.28,0,0
295,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
296,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
297,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
298,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
299,egress,0,VLAN4012,3,terminal,3,20000,0,6236.29,0,0,0,909.28,0,0
300,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
301,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
302,egress,0,VLAN4012,3,terminal,3,20000,0,3118.15,0,0,0,909.28,0,0
303,egress,0,VLAN4012,3,terminal,3,20000,0,0,0,0,0,909.28,0,0
304,egress,0,VLAN4012,3,terminal,3,20000,0,6236.29,0,0,0,909.28,0,0
